result_id,family,design_group,anchor,pdf_page,combined_pdf_page,printed_page_label,date,status,decision,summary_path,machine_record_path
evidence-sufficiency-v2-independent-review-006,"Persistence, delivery and operations",Local deployment and service continuity,trial-9c9f641e0166,187,222,S-187,2026-08-22,"Invalid execution: HTTP 400 before any provider response; all bulk calls stopped; zero judgments, reported tokens, or cost","Drop this exact OpenRouter/GPT binding; preserve the result, revoke authorization, and draw no reviewer, dataset, or method-quality conclusion",research/05_evaluation/evidence-sufficiency-v2-independent-review-006-invalid-results.md,
evidence-sufficiency-v2-independent-review-007-build,Evaluation instruments and evidence governance,Benchmark construction and evaluation process,trial-dd9466b269ab,233,268,S-233,2026-08-22,"Build ready: GPT-5.4 mini with OpenAI-to-Azure compatible fallback, no nonessential generation parameters, 13/13 simulated calls, 132/132 judgments, and clean live metadata match",Go Deeper with review 007 only; preserve invalid 006 and keep paid execution and every downstream decision closed,research/05_evaluation/evidence-sufficiency-v2-independent-review-007-build-results.md,research/05_evaluation/records/evidence-sufficiency-v2-independent-review-007-build.json
evidence-sufficiency-v2-independent-review-007,Evaluation instruments and evidence governance,Benchmark construction and evaluation process,trial-96dfc5c0c932,233,268,S-233,2026-08-22,"Invalid execution: HTTP 400 before any provider response; all bulk calls stopped; zero judgments, reported tokens, or cost","Drop the OpenRouter reviewer path; preserve the result, revoke authorization, and draw no reviewer, dataset, or method-quality conclusion",research/05_evaluation/evidence-sufficiency-v2-independent-review-007-invalid-results.md,
evidence-sufficiency-v2-independent-review-008-build,"Persistence, delivery and operations",Local deployment and service continuity,trial-8194c61cb7cd,188,223,S-188,2026-08-24,"Build ready: direct DeepSeek V4 Pro, 13/13 simulated calls, 132/132 judgments, official model-list match, and complete authorization locks",Go Deeper with review 008; stop the OpenRouter loop and keep paid execution plus every downstream decision closed,research/05_evaluation/evidence-sufficiency-v2-independent-review-008-build-results.md,research/05_evaluation/records/evidence-sufficiency-v2-independent-review-008-build.json
evidence-sufficiency-v2-independent-review-008,Evaluation instruments and evidence governance,Benchmark construction and evaluation process,trial-270f03a3edd4,236,271,S-236,2026-08-24,Completed reviewer-unreliable: 6/6 clean controls approved but only 5/6 defects detected; all bulk calls suppressed,"Drop this reviewer for the frozen contract, preserve the result, revoke authorization, and move #105 to deterministic checks plus bounded researcher audit",research/05_evaluation/evidence-sufficiency-v2-independent-review-008-results.md,
evidence-sufficiency-v2-deterministic-audit-001,"Persistence, delivery and operations",Local deployment and service continuity,trial-97655e06613f,187,222,S-187,2026-08-24,"Corrected successor passes structural and semantic lineage checks: 15/15 multi-evidence cases now use distinct sources, 10/10 permission cases expose stale pairs, and all seven high-risk slices enter the priority packet","Refine pending four human scope confirmations; freeze, candidate evaluation, and product selection remain closed",research/05_evaluation/evidence-sufficiency-v2-deterministic-audit-001-results.md,research/05_evaluation/records/evidence-sufficiency-v2-deterministic-audit-001.json
evidence-sufficiency-v2-decision-freeze-001,Evaluation instruments and evidence governance,Benchmark construction and evaluation process,trial-5adbf0cd16ed,235,270,S-235,2026-08-24,4/4 policy and scope boundaries confirmed; exact dataset and packet hashes validate; decision split remains unopened,Go Deeper to one separately frozen candidate comparison; no candidate execution or automatic selection,research/05_evaluation/evidence-sufficiency-v2-decision-freeze-001-results.md,
it5002-retrieval-rapid-v1-invalid,Retrieval and factual grounding,Text retrieval and factual answers,trial-5acdd123f02c,4,39,S-4,2026-07-24,Invalid,Drop local MPS R5 configuration; retain R1 rollback,research/05_evaluation/it5002-retrieval-rapid-v1-results.md,research/05_evaluation/records/it5002-retrieval-rapid-v1-invalid.json
cross-course-retrieval-pilot-v1-development-attempt-001-invalid,Retrieval and factual grounding,Text retrieval and factual answers,trial-8ab858a77edd,5,40,S-5,2026-07-28,Invalid,Refine boundary-context routing; no method decision,research/05_evaluation/cross-course-retrieval-pilot-v1-attempt-001-invalid-results.md,
cross-course-retrieval-pilot-v1-development-attempt-002,Retrieval and factual grounding,Text retrieval and factual answers,trial-ff3b85d5f112,6,41,S-6,2026-07-28,Development pilot,"Refine; advance M2 to verified evaluation, select no production method",research/05_evaluation/cross-course-retrieval-pilot-v1-results.md,research/05_evaluation/records/cross-course-retrieval-pilot-v1.json
cross-course-ingestion-v1,"Persistence, delivery and operations",Local deployment and service continuity,trial-08c955860028,168,203,S-168,2026-07-28,Completed,Keep page-bounded heading/paragraph chunking; retain selectable-text parser with visual limitations,research/05_evaluation/cross-course-ingestion-v1-results.md,research/05_evaluation/records/cross-course-ingestion-v1.json
cross-course-benchmark-model-second-review-v1,Retrieval and factual grounding,Text retrieval and factual answers,trial-321f7728cc0b,6,41,S-6,2026-07-30,Completed with one adjudicated disagreement,Keep and approve draft 6 for sealing,research/05_evaluation/cross-course-benchmark-model-second-review-v1-results.md,
cross-course-provider-qualification-v1-local-qwen3,"Persistence, delivery and operations",Local deployment and service continuity,trial-750e60751e3d,168,203,S-168,2026-07-30,Development qualification completed,Refine; retain local control and select no provider until hosted comparison,research/05_evaluation/cross-course-provider-qualification-v1-local-qwen3-results.md,research/05_evaluation/records/cross-course-provider-qualification-v1-local-qwen3.json
cross-course-retrieval-deployability-v1-batch8-context1024,"Persistence, delivery and operations",Local deployment and service continuity,trial-60ba5dc425e8,169,204,S-169,2026-07-31,Development optimization completed; latency gate failed,Refine; preserve M3 quality but do not freeze this runtime for deployment,research/05_evaluation/cross-course-retrieval-deployability-v1-results.md,research/05_evaluation/records/cross-course-retrieval-deployability-v1.json
cross-course-retrieval-deployability-v1-depth20,"Persistence, delivery and operations",Local deployment and service continuity,trial-cca26f92166f,170,205,S-170,2026-07-31,Final declared optimization completed; latency gate failed,Refine; mark local M3 deployment-ineligible and retain M2 as operational candidate,research/05_evaluation/cross-course-retrieval-deployability-v1-depth20-results.md,research/05_evaluation/records/cross-course-retrieval-deployability-v1-depth20.json
course-digital-twin-evaluation-program-007,Evaluation instruments and evidence governance,Benchmark construction and evaluation process,trial-b9d005162480,239,274,S-239,2026-08-31,"Completed Refine: candidate 64.25% grounded success, 99.2% action, 100% boundary, 95% evidence@3, zero severe releases; direct audit confirmed defects in all 16 flagged references; visual 17/30 complete@3; 614 calls/batches, USD 1.82048188","Revoke program 007, keep the sealed 10,000+1,000 stage unopened, and run one order-insensitive fresh reference-validation successor before product reconfirmation",research/05_evaluation/course-digital-twin-evaluation-program-007-results.md,research/05_evaluation/records/course-digital-twin-evaluation-program-007.json
multimodal-source-inventory-v1,Multimodal evidence,Visual retrieval and source-region grounding,trial-12c06b0e7cea,57,92,S-57,2026-07-31,Inventory and PDF sample completed; private benchmark draft unverified,"Refine; keep 292 clear candidates, review 435 ambiguous sources, and exclude 1,909 generated or secret-indicated artifacts",research/05_evaluation/multimodal-source-inventory-v1-results.md,
multimodal-benchmark-claude-second-review-v1,Multimodal evidence,Visual retrieval and source-region grounding,trial-433f29e120f0,58,93,S-58,2026-08-01,Completed; prediction failed and defects found; researcher review complete,"Refine draft; retain Codex taxonomy adjudication, author seven visual replacements, freeze the split/access ledger, and seal before retrieval comparison",research/05_evaluation/multimodal-benchmark-claude-second-review-v1-results.md,
multimodal-retrieval-v1-development-attempt-001,Multimodal evidence,Visual retrieval and source-region grounding,trial-fa084352e476,59,94,S-59,2026-08-01,Development completed; held-out unopened; V1 and V2 failed the relative visual-quality gate,"Refine and go deeper; run conditional V3 on failed slices plus fixed controls, with no profile selection",research/05_evaluation/multimodal-retrieval-v1-development-attempt-001-results.md,research/05_evaluation/records/multimodal-retrieval-v1-development-attempt-001.json
